YJR125C,ENT3,Epsin N-Terminal homology,,
YLL038C,ENT4,Epsin N-Terminal homology,,
YDR153C,ENT5,Epsin N-Terminal homology,,
YLR065C,ENV10,late ENdosome and Vacuole interface function,,
YGR071C,ENV11,late ENdosome and Vacuole interface function,,
YPL236C,ENV7,late ENdosome and Vacuole interface function,,
YOR246C,ENV9,late ENdosome and Vacuole interface function,,
YNL080C,EOS1,ER-localized and Oxidants Sensitive,,
YFL024C,EPL1,Enhancer of Polycomb Like,,
YMR124W,EPO1,Endoplasmic reticulum POlarization,,
YIL005W,EPS1,ER-retained Pma1 Suppressing,,
YHR123W,EPT1,EthanolaminePhosphoTransferase,,
YMR049C,ERB1,Eukaryotic Ribosome Biogenesis,,
YHR032W,ERC1,Ethionine Resistance Conferring,,
YDR414C,ERD1,Endoplasmic reticulum Retention Defective,,
YBL040C,ERD2,Endoplasmic reticulum Retention Defective,,
YLR246W,ERF2,Effect on Ras Function,,
YGR175C,ERG1,ERGosterol biosynthesis,,
YPL028W,ERG10,ERGosterol biosynthesis,,
YHR007C,ERG11,ERGosterol biosynthesis,,
YMR208W,ERG12,ERGosterol biosynthesis,,
YML126C,ERG13,ERGosterol biosynthesis,,
YMR202W,ERG2,ERGosterol biosynthesis,,
YJL167W,ERG20,ERGosterol biosynthesis,,
YNL280C,ERG24,ERGosterol biosynthesis,,
YGR060W,ERG25,ERGosterol biosynthesis,,
YGL001C,ERG26,ERGosterol biosynthesis,,
YLR100W,ERG27,ERGosterol biosynthesis,,
YER044C,ERG28,ERGosterol biosynthesis,,
YMR134W,ERG29,ERGosterol biosynthesis,,
YLR056W,ERG3,ERGosterol biosynthesis,,
YGL012W,ERG4,ERGosterol biosynthesis,,
YMR015C,ERG5,ERGosterol biosynthesis,,
YML008C,ERG6,ERGosterol biosynthesis,,
YHR072W,ERG7,ERGosterol biosynthesis,,
YMR220W,ERG8,ERGosterol biosynthesis,,
YHR190W,ERG9,ERGosterol biosynthesis,,
YPL096C-A,ERI1,ER-associated Ras Inhibitor,,
YFR041C,ERJ5,Endoplasmic Reticulum located J-protein,,
YML130C,ERO1,ER Oxidation or Endoplasmic Reticulum Oxidoreductin,,
YAR002C-A,ERP1,Emp24p/Erv25p Related Protein,,
YAL007C,ERP2,Emp24p/Erv25p Related Protein,,
YDL018C,ERP3,Emp24p/Erv25p Related Protein,,
YOR016C,ERP4,Emp24p/Erv25p Related Protein,,
YHR110W,ERP5,Emp24p/Erv25p Related Protein,,
YGL002W,ERP6,Emp24p/Erv25p Related Protein,,
YOR393W,ERR1,Enolase-Related Repeat,,
YPL281C,ERR2,Enolase-Related Repeat,,
YMR323W,ERR3,Enolase-Related Repeat,,
YCR075C,ERS1,ERd Suppressor,,
YBR239C,ERT1,Ethanol Regulated Transcription factor,,
YGR029W,ERV1,Essential for Respiration and Viability,,
YGL054C,ERV14,ER Vesicle,,
YBR210W,ERV15,ER Vesicle Protein,,
YPR037C,ERV2,Essential for Respiration and Viability,,
YML012W,ERV25,ER Vesicle,,
YGR284C,ERV29,ER Vesicle,,
YML067C,ERV41,ER Vesicle,,
YAL042W,ERV46,ER Vesicle,,
YOR244W,ESA1,,,
YNL125C,ESBP6,,,
YMR219W,ESC1,Establishes Silent Chromatin,,
YDR363W,ESC2,Establishment of Silent Chromatin,,
YOL017W,ESC8,Establishes Silent Chromatin,,
YDR365C,ESF1,Eighteen S rRNA Factor,,
YNR054C,ESF2,Eighteen S rRNA Factor 2,,
YIL151C,ESL1,EST/SMG-like,,
YKR096W,ESL2,EST/SMG-like,,
YGR098C,ESP1,Extra Spindle Pole bodies,,
YJR017C,ESS1,ESSential,,
YLR233C,EST1,Ever Shorter Telomeres,,
YLR318W,EST2,Ever Shorter Telomeres,,
YIL009C-A,EST3,Ever Shorter Telomeres,,
YHL010C,ETP1,Ethanol Tolerance Protein,,
YBR026C,ETR1,2-Enoyl Thioester Reductase,,
YOR051C,ETT1,Enhancer of Translation Termination 1,,
YDR518W,EUG1,ER protein Unnecessary for Growth,,
YLR300W,EXG1,"EXo-1,3-beta-Glucanase",,
YDR261C,EXG2,"EXo-1,3-beta-Glucanase",,
YOR033C,EXO1,EXOnuclease,,
YBR163W,EXO5,EXOnuclease V,,
YJL085W,EXO70,EXOcyst,,
YBR102C,EXO84,EXOcyst,,
YOR317W,FAA1,Fatty Acid Activation,,
YER015W,FAA2,Fatty Acid Activation,,
YIL009W,FAA3,Fatty Acid Activation,,
YMR246W,FAA4,Fatty Acid Activation,,
YFR019W,FAB1,Forms Aploid and Binucleate cells,,
YDL045C,FAD1,FAD synthetase,,
YIL019W,FAF1,Forty (40) S Assembly Factor ,,
YDR021W,FAL1,eukaryotic translation initiation factor Four A Like,,
YNL023C,FAP1,FKBP12-Associated Protein,,
YDL166C,FAP7,Factor Activating Pos9,,
YJL157C,FAR1,Factor ARrest,,
YLR238W,FAR10,Factor ARrest,,
YNL127W,FAR11,Factor ARrest,,
YMR052W,FAR3,Factor ARrest,,
YFR008W,FAR7,Factor ARrest,,
YMR029C,FAR8,Factor ARrest,,
YKL182W,FAS1,Fatty Acid Synthetase,,
YPL231W,FAS2,Fatty Acid Synthetase,,
YBR041W,FAT1,FATty acid transporter,,
YKL187C,FAT3,FATty acid transporter 3,,
YER183C,FAU1,Folinic Acid Utilization,,
YKL060C,FBA1,"Fructose-1,6-Bisphosphate Aldolase",,
YLR377C,FBP1,"Fructose-1,6-BisPhosphatase",,
YJL155C,FBP26,Fructose BisPhosphatase,,
YDR339C,FCF1,Faf1p Copurifying Factor,,
YLR051C,FCF2,Faf1p Copurifying Factor,,
YMR277W,FCP1,tfiiF-associating component of Ctd Phosphatase,,
YPR062W,FCY1,FluoroCYtosine resistance,,
YER056C,FCY2,FluoroCYtosine resistance,,
YER060W,FCY21,FluoroCYtosine resistance,,
YER060W-A,FCY22,FluoroCYtosine resistance,,
YDR539W,FDC1,Ferulic acid DeCarboxylase,,
YOR388C,FDH1,Formate DeHydrogenase,,
YMR144W,FDO1,Forkhead one interacting protein involved in DOnor preference,,
YCR028C,FEN2,FENpropimorph resistance,,
YBR101C,FES1,Factor Exchange for Ssa1p,,
YMR058W,FET3,FErrous Transport,,
YMR319C,FET4,FErrous Transport,,
YFL041W,FET5,FErrous Transport,,
YOR390W,FEX1,,,
YPL279C,FEX2,,,
YPR104C,FHL1,Fork Head-Like,,
YGR131W,FHN1,Functional Homolog of Nce102,,
YBR040W,FIG1,Factor-Induced Gene,,
YCR089W,FIG2,Factor-Induced Gene,,
YNL325C,FIG4,Factor-Induced Gene,,
YDR130C,FIN1,Filaments In between Nuclei,,
YJR093C,FIP1,Factor Interacting with Poly(A) polymerase,,
YER032W,FIR1,Factor Interacting with REF2,,
YIL065C,FIS1,mitochondrial FISsion,,
YDR534C,FIT1,Facilitator of Iron Transport,,
YOR382W,FIT2,Facilitator of Iron Transport,,
YOR383C,FIT3,Facilitator of Iron Transport,,
YIL131C,FKH1,ForK head Homolog,,
YNL068C,FKH2,ForK head Homolog,,
YLR342W,FKS1,FK506 Sensitivity,,
YMR306W,FKS3,FK506 Sensitivity,,
YPL221W,FLC1,FLavin Carrier,,
YAL053W,FLC2,FLavin Carrier,,
YGL139W,FLC3,FLavin Carrier,,
YAR050W,FLO1,FLOcculation,,
YKR102W,FLO10,FLOcculation,,
YIR019C,FLO11,FLOcculation,,
YHR211W,FLO5,FLOcculation,,
YAL063C,FLO9,FLOcculation,,
R0010W,FLP1,FLiPase,,
YBR008C,FLR1,FLuconazole Resistance,,
YIL134W,FLX1,FLavin eXchange,,
YIL098C,FMC1,Formation of Mitochondrial Complexes,,
YDR236C,FMN1,FMN biosynthesis,,
YHR176W,FMO1,Flavin containing MonoOxygenase,,
YER182W,FMP10,Found in Mitochondrial Proteome,,
YDR070C,FMP16,Found in Mitochondrial Proteome,,
YBR047W,FMP23,Found in Mitochondrial Proteome,,
YLR077W,FMP25,Found in Mitochondrial Proteome,,
YLR454W,FMP27,Found in Mitochondrial Proteome,,
YPL103C,FMP30,Found in Mitochondrial Proteome,,
YFL046W,FMP32,Found in Mitochondrial Proteome,,
YJL161W,FMP33,Found in Mitochondrial Proteome,,
YPL222W,FMP40,Found in Mitochondrial Proteome,,
YNL168C,FMP41,Found in Mitochondrial Proteome,,
YMR221C,FMP42,Found in Mitochondrial Proteome,,
YDL222C,FMP45,Found in Mitochondrial Proteome,,
YKR049C,FMP46,Found in Mitochondrial Proteome,,
YGR052W,FMP48,Found in Mitochondrial Proteome,,
YER038W-A,FMP49,Found in Mitochondrial Proteome,,
YER004W,FMP52,Found in Mitochondrial Proteome,,
YMR020W,FMS1,Fenpropimorph-resistance Multicopy Suppressor,,
YBL013W,FMT1,Formyl-Methionyl-tRNA Transformylase,,
YDR110W,FOB1,FOrk Blocking less,,
YNL256W,FOL1,FOLic acid synthesis,,
YGR267C,FOL2,FOLic acid synthesis,,
YMR113W,FOL3,FOLic acid synthesis,,
YKR009C,FOX2,Fatty acid OXidation,,
YNR047W,FPK1,FliPase Kinase 1,,
YNL135C,FPR1,Fk 506-sensitive Proline Rotamase,,
YDR519W,FPR2,FKBP Proline Rotamase,,
YML074C,FPR3,Fk 506-sensitive Proline Rotamase,,
YLR449W,FPR4,FKBP Proline Rotamase (isomerase),,
YLL043W,FPS1,fdp1 Suppressor,,
YLL029W,FRA1,Fe Repressor of Activation,,
YEL047C,FRD1,Fumarate ReDuctase,,
YLR214W,FRE1,Ferric REductase,,
YKL220C,FRE2,Ferric REductase,,
YOR381W,FRE3,Ferric REductase,,
YNR060W,FRE4,Ferric REductase,,
YOR384W,FRE5,Ferric REductase,,
YLL051C,FRE6,Ferric REductase,,
YOL152W,FRE7,Ferric REductase,,
YLR047C,FRE8,,,
YPL141C,FRK1,Fatty acyl-CoA synthetase and RNA processing-associated Kinase,,
YCL026C-A,FRM2,Fatty acid Repression Mutant,,
YDR373W,FRQ1,FReQuenin homolog,,
YLR060W,FRS1,phenylalanyl (F)-tRNA Synthetase,,
YFL022C,FRS2,phenylalanyl (F)-tRNA Synthetase,,
YOR324C,FRT1,Functionally Related to TCP1,,
YAL028W,FRT2,Functionally Related to TCP1,,
YOR271C,FSF1,Fungal SideroFlexin 1,,
YHR049W,FSH1,Family of Serine Hydrolases,,
YMR222C,FSH2,Family of Serine Hydrolases,,
YOR280C,FSH3,Family of Serine Hydrolases,,
YBR207W,FTH1,FTR1 Homolog,,
YER145C,FTR1,Fe TRansporter,,
YCR076C,FUB1,FUnction of Boundary,,
YBL042C,FUI1,5-FlUorourIdine resistance,,
YPL262W,FUM1,FUMarase,,
YAL035W,FUN12,Function Unknown Now,,
YAL008W,FUN14,Function Unknown Now,,
YAL034C,FUN19,Function Unknown Now,,
YAL022C,FUN26,Function Unknown Now,,
YAL019W,FUN30,Function Unknown Now,,
YHR128W,FUR1,5-FluoroURidine resistant,,
YBR021W,FUR4,5-FlUoRouridine sensitivity,,
YCL027W,FUS1,cell FUSion,,
YMR232W,FUS2,cell FUSion,,
YBL016W,FUS3,cell FUSion,,
YDR024W,FYV1,Function required for Yeast Viability,,
YIL097W,FYV10,Function required for Yeast Viability,,
YOR183W,FYV12,Function required for Yeast Viability,,
YHR059W,FYV4,Function required for Yeast Viability,,
YCL058C,FYV5,Function required for Yeast Viability,,
YNL133C,FYV6,Function required for Yeast Viability,,
YLR068W,FYV7,Function required for Yeast Viability,,
YGR196C,FYV8,Function required for Yeast Viability,,
YGL254W,FZF1,Five Zinc Fingers,,
YBR179C,FZO1,FuZzy Onions homolog,,
YLR088W,GAA1,GPI Anchor Attachment,,
YLR459W,GAB1,GPI and Actin Bar,,
YOR178C,GAC1,Glycogen ACcumulation,,
YMR250W,GAD1,GlutAmate Decarboxylase,,
YBR020W,GAL1,GALactose metabolism,,
YBR019C,GAL10,GALactose metabolism,,
YOL051W,GAL11,GALactose metabolism,,
YLR081W,GAL2,GALactose metabolism,,
YDR009W,GAL3,GALactose metabolism,,
YPL248C,GAL4,GALactose metabolism,,
YBR018C,GAL7,GALactose metabolism,,
YML051W,GAL80,GALactose metabolism,,
YER027C,GAL83,GALactose metabolism,,
YKR039W,GAP1,General Amino acid Permease,,
YHR089C,GAR1,Glycine Arginine Rich,,
YMR307W,GAS1,Glycophospholipid-Anchored Surface protein,,
YLR343W,GAS2,Glycophospholipid-Anchored Surface protein,,
YMR215W,GAS3,Glycophospholipid-Anchored Surface protein,,
YOL132W,GAS4,Glycophospholipid-Anchored Surface protein,,
YOL030W,GAS5,Glycophospholipid-Anchored Surface protein,,
YFL021W,GAT1,,,
YMR136W,GAT2,,,
YLR013W,GAT3,,,
YIR013C,GAT4,,,
YCL011C,GBP2,G-strand Binding Protein,,
YOR260W,GCD1,General Control Derepressed,,
YNL062C,GCD10,General Control Derepressed,,
YER025W,GCD11,General Control Derepressed,,
YJL125C,GCD14,General Control Nonderepressible,,
YGR083C,GCD2,General Control Derepressed,,
YDR211W,GCD6,General Control Derepressed,,
YLR291C,GCD7,General Control Derepressed,,
YER163C,GCG1,Gamma-glutamyl Cyclotransferase acting on Glutathione,,
YGL195W,GCN1,General Control Nonderepressible,,
YDR283C,GCN2,General Control Nonderepressible,,
YFR009W,GCN20,General Control Nonderepressible,,
YKR026C,GCN3,General Control Nonderepressible,,
YEL009C,GCN4,General Control Nonderepressible,,
YGR252W,GCN5,General Control Nonderepressible,,
YPL075W,GCR1,GlyColysis Regulation,,
YNL199C,GCR2,GlyColysis Regulation,,
YDL226C,GCS1,Growth Cold Sensitive,,
YDR019C,GCV1,GlyCine cleaVage,,
YMR189W,GCV2,GlyCine cleaVage,,
YAL044C,GCV3,GlyCine cleaVage,,
YOR120W,GCY1,Galactose-inducible Crystallin-like Yeast protein,,
YEL042W,GDA1,Guanosine DiphosphatAse,,
YPR184W,GDB1,Glycogen DeBranching,,
YPL110C,GDE1,GlycerophosphoDiEsterase,,
YOR375C,GDH1,Glutamate DeHydrogenase,,
YDL215C,GDH2,Glutamate DeHydrogenase,,
YAL062W,GDH3,Glutamate DeHydrogenase,,
YER136W,GDI1,GDP Dissociation Inhibitor,,
YOR355W,GDS1,,,
YBR187W,GDT1,Gcr1 Dependent Translation factor,,
YJR031C,GEA1,Guanine nucleotide Exchange on ARF,,
YEL022W,GEA2,Guanine nucleotide Exchange on ARF,,
YJR040W,GEF1,"Glycerol Ethanol, Ferric requiring",,
YAL048C,GEM1,GTPase EF-hand protein of Mitochondria,,
YOR205C,GEP3,GEnetic interactors of Prohibitins,,
YHR100C,GEP4,GEnetic interactors of Prohibitins,,
YLR091W,GEP5,GEnetic interactors of Prohibitins,,
YGL057C,GEP7,GEnetic interactors of Prohibitins,,
YGL020C,GET1,Guided Entry of Tail-anchored proteins,,
YER083C,GET2,Guided Entry of Tail-anchored proteins,,
YDL100C,GET3,Guided Entry of Tail-anchored proteins,,
YOR164C,GET4,Guided Entry Tail-anchored proteins,,
YCL073C,GEX1,Glutathione EXchanger,,
YKR106W,GEX2,Glutathione EXchanger,,
YKL104C,GFA1,Glutamine:Fructose-6-phosphate Amidotransferase,,
YMR255W,GFD1,Good For Dbp5p,,
YCL036W,GFD2,Great for Full DEAD box protein activity,,
YDR358W,GGA1,"Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein",,
YHR108W,GGA2,"Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein",,
YDL198C,GGC1,GDP/GTP Carrier,,
YHR061C,GIC1,GTPase Interactive Component,,
YDR309C,GIC2,GTPase Interactive Component,,
YCL039W,GID7,Glucose Induced Degradation deficient,,
YMR135C,GID8,Glucose Induced Degradation deficient,,
YNL153C,GIM3,Gene Involved in Microtubule biogenesis,,
YEL003W,GIM4,Gene Involved in Microtubule biogenesis,,
YML094W,GIM5,Gene Involved in Microtubule biogenesis,,
YDR507C,GIN4,Growth Inhibitory,,
YBR045C,GIP1,Glc7-Interacting Protein,,
YER054C,GIP2,Glc7-Interacting Protein,,
YPL137C,GIP3,Glc7 Interacting Protein,,
YAL031C,GIP4,Glc7 Interacting Protein,,
YDR152W,GIR2,Genetically Interacts with Ribosomal genes,,
YDR096W,GIS1,GIg1-2 Suppressor,,
YNL255C,GIS2,GIg Suppressor,,
YLR094C,GIS3,GIg1-2 Suppressor,,
YML006C,GIS4,GIg1-2 Suppressor,,
YCR098C,GIT1,GlycerophosphoInosiTol,,
YEL011W,GLC3,GLyCogen,,
YER133W,GLC7,GLyCogen,,
YMR311C,GLC8,GLyCogen,,
YDL207W,GLE1,GLFG (glycine-leucine-phenylalanine-glycine) LEthal,,
YER107C,GLE2,GLFG LEthal,,
YKR058W,GLG1,Glycogenin-Like Gene,,
YJL137C,GLG2,Glycogenin-Like Gene,,
YCL040W,GLK1,GLucoKinase,,
YPR035W,GLN1,GLutamiNe metabolism,,
YER040W,GLN3,GLutamiNe metabolism,,
YOR168W,GLN4,GLutamiNe metabolism,,
YML004C,GLO1,GLyOxalase,,
YDR272W,GLO2,GLyOxalase,,
YER122C,GLO3,GLyOxalase,,
YOR040W,GLO4,GLyOxalase,,
YPL091W,GLR1,GLutathione Reductase,,
YDL171C,GLT1,GLuTamate synthase,,
YEL046C,GLY1,GLYcine requiring,,
YDR506C,GMC1,Grand Meiotic recombination Cluster,,
YLR445W,GMC2,Grand Meiotic recombination Cluster,,
YKR030W,GMH1,Gea1-6 Membrane-associated High-copy suppressor,,
YFL017C,GNA1,GlucosamiNe-6-phosphate Acetyltransferase,,
YHR183W,GND1,6-phosphoGlucoNateDehydrogenase,,
YGR256W,GND2,6-phosphoGlucoNateDehydrogenase,,
YDR508C,GNP1,GlutamiNe Permease,,
YOR320C,GNT1,GlcNAc Transferase,,
YJL184W,GON7,,,
YNL274C,GOR1,GlyOxylate Reductase,,
YHL031C,GOS1,GOlgi Snare,,
YMR292W,GOT1,GOlgi Transport,,
YHR005C,GPA1,G Protein Alpha subunit,,
YER020W,GPA2,G Protein Alpha subunit,,
YOR371C,GPB1,,,
YAL056W,GPB2,,,
YGR149W,GPC1,GlyceroPhosphoCholine acyltransferase,,
YDL022W,GPD1,Glycerol-3-Phosphate Dehydrogenase,,
YOL059W,GPD2,Glycerol-3-Phosphate Dehydrogenase,,
YGL121C,GPG1,G Protein Gamma,,
YPR160W,GPH1,Glycogen PHosphorylase,,
YGR216C,GPI1,GlycosylPhosphatidylInositol anchoring biosynthesis,,
YGL142C,GPI10,GlycosylPhosphatidylInositol anchor biosynthesis,,
YDR302W,GPI11,GlycosylPhosphatidylInositol anchor biosynthesis,,
YMR281W,GPI12,GlycosylPhosphatidylInositol anchor biosynthesis,,
YLL031C,GPI13,GlycosylPhosphatidylInositol anchor biosynthesis,,
YJR013W,GPI14,GlycosylPhosphatidylInositol anchor biosynthesis,,
YNL038W,GPI15,GlycosylPhosphatidylInositol anchor biosynthesis,,
YHR188C,GPI16,GlycosylPhosphatidylInositol anchor biosynthesis,,
YDR434W,GPI17,GlycosylPhosphatidylInositol anchor biosynthesis,,
YBR004C,GPI18,GlycosylPhosphatidylInositol,,
YDR437W,GPI19,Glycosyl PhosphatidylInositol anchor biosynthesis,,
YPL076W,GPI2,GlycosylPhosphatidylInositol anchor biosynthesis,,
YDR331W,GPI8,GlycosylPhosphatidylInositol anchor biosynthesis,,
YKL152C,GPM1,Glycerate PhosphoMutase,,
YDL021W,GPM2,Glycerate PhosphoMutase,,
YOL056W,GPM3,Glycerate PhosphoMutase,,
YOR262W,GPN2,Gly-Pro-Asn (N) motif,,
YLR243W,GPN3,Gly-Pro-Asn (N) motif,,
YIL053W,GPP1,Glycerol-3-Phosphate Phosphatase,,
YER062C,GPP2,Glycerol-3-Phosphate Phosphatase,,
YDL035C,GPR1,G-Protein coupled Receptor,,
YKR067W,GPT2,Glycerol-3-Phosphate acylTransferase,,
YKL026C,GPX1,Glutathione PeroXidase,,
YBR244W,GPX2,Glutathione PeroXidase,,
YLL035W,GRC3,,,
YPL223C,GRE1,Genes de Respuesta a Estres (spanish for stress responsive genes),,
YOL151W,GRE2,Genes de Respuesta a Estres (stress responsive genes),,
YHR104W,GRE3,Genes de Respuesta a Estres (stress responsive genes),,
YDR517W,GRH1,GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog,,
YJR090C,GRR1,Glucose Repression-Resistant,,
YBR121C,GRS1,Glycyl-tRNA Synthase,,
YPR081C,GRS2,Glycyl-tRNA Synthase,,
YCL035C,GRX1,GlutaRedoXin,,
YDR513W,GRX2,GlutaRedoXin,,
YDR098C,GRX3,GlutaRedoXin,,
YER174C,GRX4,GlutaRedoXin,,
YPL059W,GRX5,GlutaRedoXin,,
YDL010W,GRX6,GlutaRedoXin,,
YBR014C,GRX7,GlutaRedoXin,,
YLR364W,GRX8,GlutaRedoXin,,
YGR032W,GSC2,Glucan Synthase of Cerevisiae,,
YML048W,GSF2,Glucose Signaling Factor,,
YJL101C,GSH1,glutathione (GSH),,
YOL049W,GSH2,Glutathione,,
YJL103C,GSM1,Glucose Starvation Modulator,,
YLR293C,GSP1,Genetic Suppressor of Prp20-1,,
YOR185C,GSP2,Genetic Suppressor of Prp20-1,,
YFR015C,GSY1,Glycogen SYnthase,,
YLR258W,GSY2,Glycogen SYnthase,,
YDR221W,GTB1,Glucosidase Two Beta-subunit,,
YGR102C,GTF1,Glutaminyl Transamidase subunit F,,
YGR154C,GTO1,Glutathione Transferase Omega-like,,
YMR251W,GTO3,Glutathione Transferase Omega-like,,
YML121W,GTR1,GTp binding protein Resemblance,,
YGR163W,GTR2,GTp binding protein Resemblance,,
YGL181W,GTS1,Glycine Threonine Serine repeat protein,,
YIR038C,GTT1,GlutaThione Transferase,,
YLL060C,GTT2,GlutaThione Transferase,,
YEL017W,GTT3,GlutaThione Transferase,,
YMR217W,GUA1,GUanine Auxotroph,,
YDL238C,GUD1,GUanine Deaminase,,
YLR289W,GUF1,Gtpase of Unknown Function,,
YDR454C,GUK1,GUanylate Kinase,,
YGL084C,GUP1,Glycerol UPtake,,
YPL189W,GUP2,Glycerol UPtake,,
YGL245W,GUS1,GlUtamyl-tRNA Synthetase,,
YHL032C,GUT1,Glycerol UTilization,,
YIL155C,GUT2,Glycerol UTilization,,
YIL041W,GVP36,Golgi Vesicle Protein,,
YJL091C,GWT1,GPI-anchored Wall protein Transfer,,
YMR192W,GYL1,GYp Like,,
YOR070C,GYP1,Gtpase-activating protein for YPt1p,,
YPL249C,GYP5,Gtpase-activating protein for Ypt Proteins,,
YJL044C,GYP6,Gtpase-activating protein of Ypt6 Protein,,
YDL234C,GYP7,Gtpase-activating protein for Ypt7 Protein,,
YFL027C,GYP8,Gtpase-activating protein for Ypt Proteins,,
YJL110C,GZF3,Gata Zinc Finger protein,,
YPR008W,HAA1,Homolog of Ace1 Activator,,
YFL031W,HAC1,Homologous to Atf/Creb1,,
YPR005C,HAL1,HALotolerance,,
YJL165C,HAL5,HALotolerance,,
YOL089C,HAL9,HALotolerance,,
YJR069C,HAM1,6-n-HydroxylAMinopurine sensitive,,
YLR256W,HAP1,Heme Activator Protein,,
YGL237C,HAP2,Heme Activator Protein,,
YBL021C,HAP3,Heme Activator Protein,,
YKL109W,HAP4,Heme Activator Protein,,
YOR358W,HAP5,Heme Activator Protein,,
YMR290C,HAS1,Helicase Associated with Set1,,
YPL001W,HAT1,Histone AcetylTransferase,,
YEL056W,HAT2,Histone AcetylTransferase,,
YCL026C-B,HBN1,Homologous to Bacterial Nitroreductases,,
YKR084C,HBS1,Hsp70 subfamily B Suppressor,,
YDL223C,HBT1,HuB1 Target,,
YJL033W,HCA4,Helicase CA,,
YNL281W,HCH1,High-Copy Hsp90 suppressor,,
YCR065W,HCM1,High-Copy suppressor of Calmodulin,,
YLR192C,HCR1,High-Copy suppressor of Rpg1,,
YKL017C,HCS1,dna HeliCaSe,,
YNL021W,HDA1,Histone DeAcetylase,,
YDR295C,HDA2,Histone DeAcetylase,,
YPR179C,HDA3,Histone DeAcetylase,,
YDR014W-A,HED1,High copy suppressor of rED1,,
YNL014W,HEF3,Homolog of EF-3,,
YDR458C,HEH2,Helix-Extension-Helix domain,,
YBL032W,HEK2,HEterogeneous nuclear rnp K-like gene,,
YKR017C,HEL1,Histone E3 Ligase,,
YDR266C,HEL2,Histone E3 Ligase,,
YDR232W,HEM1,HEMe biosynthesis,,
YDR047W,HEM12,HEMe biosynthesis,,
YDR044W,HEM13,HEMe biosynthesis,,
YER014W,HEM14,HEMe biosynthesis,,
YOR176W,HEM15,HEMe biosynthesis,,
YGL040C,HEM2,HEMe biosynthesis,,
YDL119C,HEM25,HEMe synthesis by SLC25 family member,,
YDL205C,HEM3,HEMe biosynthesis,,
YOR278W,HEM4,HEMe biosynthesis,,
YOR227W,HER1,Hmg2p ER Remodeling,,
YMR293C,HER2,Hmg2p ER Remodeling,,
YOR237W,HES1,Homologous to kES1,,
YMR207C,HFA1,,,
YMR110C,HFD1,Homolog of Fatty aldehyde Dehydrogenase,,
YPL254W,HFI1,Histone H2A Functional Interactor,,
YGL251C,HFM1,Helicase Family Member,,
YGR187C,HGH1,HmG1/2 Homolog,,
YBR009C,HHF1,Histone H Four,,
YNL030W,HHF2,Histone H Four,,
YPL127C,HHO1,Histone H One,,
YBR010W,HHT1,Histone H Three,,
YNL031C,HHT2,Histone H Three,,
YEL059W,HHY1,Hypersensitivity to HYgromycin B,,
YLL022C,HIF1,Hat1 Interacting Factor,,
YDR317W,HIM1,High Induced Mutagenesis,,
YGR191W,HIP1,HIstidine Permease,,
YBL008W,HIR1,HIstone Regulation,,
YOR038C,HIR2,HIstone Regulation,,
YJR140C,HIR3,HIstone Regulation,,
YER055C,HIS1,HIStidine,,
YFR025C,HIS2,HIStidine requiring,,
YOR202W,HIS3,HIStidine,,
YCL030C,HIS4,HIStidine requiring,,
YIL116W,HIS5,HIStidine requiring,,
YIL020C,HIS6,HIStidine requiring,,
YBR248C,HIS7,HIStidine requiring,,
YJR055W,HIT1,HIgh Temperature growth,,
YDR420W,HKR1,Hansenula mrakii Killer toxin Resistant,,
YMR161W,HLJ1,HomoLogous to E. coli dnaJ protein,,
YDR528W,HLR1,Homolog of LRe1,,
YER057C,HMF1,Homologous Mmf1p Factor,,
YML075C,HMG1,3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase,,
YLR450W,HMG2,3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase,,
YOL095C,HMI1,Helicase in MItochondria,,
YCL066W,HMLALPHA1,Hidden Mat Left ALPHA,,
YCL067C,HMLALPHA2,Hidden Mat Left ALPHA,,
YDR174W,HMO1,High MObility group (HMG) family,,
YCR097W,HMRA1,Hidden Mat Right A,,
YCR096C,HMRA2,Hidden Mat Right A,,
YOR032C,HMS1,High-copy Mep Suppressor,,
YJR147W,HMS2,High-copy Mep Suppressor,,
YBR034C,HMT1,HnRNP MethylTransferase,,
YLR205C,HMX1,HeMe oXygenase,,
YGL077C,HNM1,Hyper-resistance to Nitrogen Mustard,,
YDL125C,HNT1,Histidine triad NucleoTide-binding,,
YDR305C,HNT2,Histidine triad NucleoTide-binding,,
YOR258W,HNT3,Histidine triad NucleoTide-binding,,
YDL227C,HO,HOmothallic switching endonuclease,,
YJR075W,HOC1,Homologous to OCh1,,
YMR032W,HOF1,Homolog Of cdc Fifteen,,
YLR113W,HOG1,High Osmolarity Glycerol response,,
YNR055C,HOL1,HistidinOl,,
YDR158W,HOM2,HOMoserine requiring,,
YER052C,HOM3,HOMoserine requiring,,
YJR139C,HOM6,HOMoserine requiring,,
YIL072W,HOP1,HOmolog Pairing,,
YGL033W,HOP2,HOmologous Pairing,,
YMR251W-A,HOR7,HyperOsmolarity-Responsive,,
YPR068C,HOS1,Hda One Similar,,
YGL194C,HOS2,Hda One Similar,,
YPL116W,HOS3,Hda One Similar,,
